0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291
617,656,695,521,675,598,579,714,540,617,463,463,502,463,463,617,502,502,559,386,598,540,559,849,810,1042,1293,1351,1776,2239,2780,3282,3437,3900,4132,4170,4441,4286,4248,4170,3900,4054,3939,3939,4363,4479,4634,5020,5252,5310,5580,5792,5966,6178,6140,6487,6410,6372,6526,6449,6565,6217,6410,6178,6101,6101,6178,6101,6294,6256,6333,6526,6487,6661,7028,7067,7530,7878,8032,8727,9075,9345,10233,10349,10987,11044,11199,11585,11431,11353,11817,11508,11353,11295,10813,10697,9886,9731,9345,8747,8592,7916,7530,7414,7144,6681,6140,5657,5812,5599,5503,5754,5638,5715,5754,5599,5831,5406,5406,5483,5020,4981,5097,4634,4788,4479,4325,4402,4093,4016,3977,3707,3630,3321,3243,3128,2896,2877,3050,2780,2857,2819,2761,3012,2780,2819,2819,2703,2935,2703,2877,3050,3070,3243,3475,3572,3939,4363,4943,5599,5947,6874,7414,8187,8920,9847,10195,10620,10349,10118,9925,9673,9731,10040,10542,11353,11971,13226,14288,15061,16374,17301,18150,18884,19386,19463,20236,20004,19927,19386,18865,17957,16374,14675,12589,11218,11218,11431,12319,13748,14868,15389,15544,15370,15331,15331,14752,14597,14018,13555,13053,12396,12126,11585,11392,11160,10697,10349,10195,9828,9616,9210,8882,8882,8187,7723,7221,6487,6121,5483,5252,5136,5020,4981,5174,4904,5174,5116,5039,5020,5020,5252,5348,5174,5445,5406,5368,5599,5329,5290,5445,5174,5174,4943,4788,4865,4634,4672,4518,4499,4672,4634,4325,4402,4054,4170,4228,3977,4054,3861,3707,3939,3610,3630,3630,3282,3475,3456,3128,3205,2935,3012,2954,2626,2819,2510,2394,2394,1,9.9,5.21,tallo
637,695,772,617,695,637,598,733,656,675,656,521,617,521,482,598,540,559,617,424,656,637,656,849,926,1042,1351,1370,1911,2317,2838,3224,3552,3939,4402,4325,4518,4421,4402,4421,4054,4248,4112,4093,4421,4614,4827,5290,5194,5561,5908,5947,6178,6178,6333,6526,6603,6545,6796,6584,6738,6526,6487,6603,6314,6352,6410,6430,6603,6430,6584,6623,6545,6893,7202,7414,7897,8071,8438,8959,9229,9712,10369,10813,11180,11334,11894,12203,12010,11875,12106,11778,11933,11469,11199,10967,10040,10040,9673,9075,8978,8225,7800,7839,7453,7009,6526,6101,6063,5792,5947,6101,5927,6043,5985,6024,5947,5715,5561,5812,5387,5155,5290,4943,5059,4711,4518,4672,4305,4267,4190,3919,3784,3533,3456,3456,3205,3050,3166,2935,3128,3050,3012,3166,2915,2915,2896,2896,2973,2935,3070,3205,3243,3494,3630,3784,4132,4634,5329,5850,6333,7221,7974,8708,9558,10272,10716,11083,11083,10736,10427,10349,10446,10658,11064,12087,12782,13883,15235,16104,17339,18150,19309,20120,20429,20738,21201,20989,21047,20931,20062,19116,17223,15370,13323,12126,11817,12338,13168,14675,15659,16239,16721,16470,16277,15930,15350,15544,14868,14134,13786,13130,12840,12338,11971,11778,11373,11102,10813,10369,10446,10040,9461,9384,8669,8245,7704,7009,6623,6024,5734,5619,5445,5290,5425,5290,5522,5406,5368,5483,5406,5561,5754,5522,5754,5715,5754,6043,5792,5812,5831,5580,5715,5425,5232,5136,4865,4827,5020,4923,4981,5059,4711,4692,4421,4518,4518,4305,4209,4093,3861,4170,3803,3977,3861,3630,3630,3668,3301,3398,3282,3166,3243,2954,3031,2626,2606,2664,1,9.9,5.21,tallo
868,849,965,810,1004,830,810,907,733,810,772,695,714,695,695,753,733,656,733,617,965,1004,1100,1506,1815,2375,2935,3243,4402,5290,6217,7067,7762,8167,8380,8573,8920,8882,8573,8438,8225,8303,8380,8534,9326,9519,10040,10542,10851,11508,12126,12435,13226,13883,14211,14829,14771,15293,15293,15254,15389,14984,14984,14906,15177,15331,15795,16683,17223,17397,17919,18073,18807,19560,20236,20815,21472,21974,22669,23827,24484,25198,25932,27033,27882,28770,29446,30064,30083,30199,31049,30740,31300,30972,30740,30624,30006,29659,28770,28114,27921,27264,26511,26125,25372,23885,22900,21665,21182,21163,21761,22340,22591,23325,23209,23094,23209,23055,22707,22978,22283,22109,21665,20989,20931,20158,19463,19850,19386,19000,18845,17957,17726,17030,16606,16104,15601,15331,15293,15061,15447,15370,15486,15582,15408,15601,15389,15215,15447,15524,15486,15852,15698,15659,15872,16219,17069,17687,18459,19347,19965,21047,21935,22727,23132,24020,23885,23422,22591,20699,19077,17957,17166,16876,17088,17841,18575,19695,21008,21626,23171,23962,24909,25816,26029,26029,26724,26724,26376,25951,24812,23402,21394,18826,16644,14829,14443,14655,15910,17822,19058,19695,20120,20081,19946,19772,19116,18807,17957,17687,17030,15988,15524,15099,14790,14520,13825,13748,13362,12898,12666,12415,11759,11624,10697,10214,9654,8611,8090,7414,7028,6758,6642,6565,6681,6526,6854,6854,6565,6874,6642,6951,7105,7028,7067,7125,7028,7414,7067,7144,7144,6989,6681,6719,6545,6449,6178,6043,6024,5908,6178,6024,5870,5792,5561,5522,5638,5464,5252,5097,5039,5329,4750,4865,4672,4441,4557,4479,4112,4267,4054,3997,3900,3630,3668,3398,3186,3166,1,11.0,5.31,inferior
849,965,926,772,888,849,791,926,695,714,695,675,675,695,695,772,637,656,733,540,849,946,1119,1467,1892,2375,2935,3340,4170,5290,6410,7298,7800,8071,8496,8573,8805,8689,8515,8380,8303,8206,8264,8457,9191,9654,10195,10600,10774,11469,12203,12435,13130,13690,14134,14771,14829,15235,15524,15157,15447,15061,15138,15138,15215,15601,16104,16779,17417,17687,18015,18228,18884,19714,20487,21008,21723,22089,23055,23827,24407,25179,26569,27342,28153,28983,30045,30450,30219,30682,31551,31126,31358,30991,31146,31049,29910,30045,29273,28288,28365,27322,26801,26492,25720,24136,23113,22012,21665,21394,21703,22707,22804,23557,23441,23557,23576,23345,22958,23094,22591,22321,22109,21317,21047,20467,19618,19946,19502,19077,19000,18228,17803,17069,16548,16181,15795,15447,15370,15524,15679,15756,16142,16104,15486,15833,15756,15331,15640,15486,15544,15988,15756,15698,15852,16412,17069,17571,18845,19714,20352,21259,22167,23094,23422,24175,24040,23943,22900,21008,19405,18421,17455,17223,17455,18266,18884,19714,21201,21858,23248,24175,25333,26029,26337,26608,27129,26975,26666,25893,25333,24252,21703,19154,16702,15215,14520,14771,16219,18170,19367,20313,20487,20583,20622,20023,19251,19347,18382,17764,17069,16374,15679,15370,15022,14752,14134,13844,13690,13207,13130,12628,12087,11817,10967,10542,9809,8882,8225,7511,7086,6989,6681,6565,6758,6719,7028,6874,6719,6835,6951,7047,7183,7067,7067,7183,7202,7434,7047,7260,7183,6989,6893,6700,6603,6565,6333,6178,6275,6005,6178,6024,5812,5715,5696,5561,5638,5290,5310,5174,4943,5194,4865,5039,4788,4518,4557,4518,4209,4363,4016,4016,3900,3668,3668,3437,3147,3263,1,11.0,5.31,inferior
830,868,907,753,868,810,675,926,695,753,695,637,714,656,617,791,637,617,714,521,888,830,1158,1370,1853,2375,2935,3166,4190,5232,6217,7241,7607,8187,8592,8669,8843,8611,8573,8418,8187,8129,8418,8438,9229,9654,10060,10716,10987,11508,11991,12396,13284,13999,14250,14675,15061,15389,15737,15235,15331,14984,14906,15273,15177,15273,15988,16683,17243,17455,17841,18324,18923,19541,20352,21105,21568,22186,22920,23711,24658,25353,26280,27284,27959,29079,29755,30431,30605,30508,31397,31203,31474,31551,30759,31126,30045,29504,29079,28462,27882,27110,26724,26222,25372,24407,23055,22089,21549,21356,21819,22572,22707,23402,23518,23518,23557,23345,22939,22939,22514,22186,21974,21027,20989,20487,20081,19618,19367,19232,18923,18324,17919,17146,16953,16374,15601,15235,15447,15312,15524,15910,15910,15833,15601,15524,15544,15447,15717,15563,15640,15988,15910,15698,16258,16412,17223,17957,18768,19927,20313,21008,22012,22900,23711,24349,24175,23634,22900,20931,19541,18112,17378,16992,17417,17919,18710,19869,21201,21703,23248,24561,25488,26106,26492,26569,27033,27052,26434,26029,25218,23982,21491,19000,16625,15022,14559,14752,16335,17861,19232,19927,20274,20545,20158,20004,19251,19154,18305,17841,17455,16219,15988,15486,14926,14868,14211,13844,13786,12975,12898,12512,11875,11836,11064,10427,9654,8863,8148,7569,7163,6874,6700,6623,6700,6603,6932,6738,6526,6835,6893,6874,7047,6912,7105,7221,7221,7434,6989,7047,7202,6951,6835,6681,6487,6565,6275,6101,6024,5947,6256,5947,5947,5908,5541,5503,5503,5368,5445,5097,5001,5252,4750,4750,4672,4460,4634,4653,4248,4325,4016,3997,4093,3591,3668,3437,3070,3243,1,11.0,5.31,inferior
714,810,810,579,830,772,617,868,675,617,637,540,559,617,540,656,579,559,598,405,656,656,810,965,1139,1332,1776,1795,2394,2973,3591,4074,4228,4557,4634,4788,5020,4730,4750,4614,4209,4325,4363,4286,4672,4788,5039,5271,5503,5676,6275,6198,6449,6642,6719,7028,6951,7028,7337,6989,7221,7105,7125,7183,6796,6874,7028,7183,7414,7395,7279,7511,7685,8071,8611,8708,9422,9770,10542,11199,11759,12261,13053,13748,14288,14597,14694,15331,15138,15254,15486,15080,15370,14984,14443,14288,13362,13130,12435,11547,11353,10542,10156,9886,9422,8573,8148,7800,7492,7356,7202,7414,7453,7511,7569,7530,7356,7260,7105,7183,6758,6661,6661,6217,6372,6024,5734,5792,5522,5445,5348,5059,5020,4557,4421,4441,3977,3861,3900,3784,3861,3823,3823,3977,3707,3726,3746,3630,3861,3649,3919,3977,3900,4170,4421,4634,5097,5715,6372,7260,7936,9152,9847,10929,11991,12975,13748,14327,14192,13883,13323,13168,13400,13806,14443,15524,16104,17648,19077,20583,22109,23325,24329,25256,26029,26183,27129,26762,26762,26260,25681,24098,21568,19347,16953,15408,14752,14906,16548,18228,19579,20506,20931,20873,20641,20313,19618,19502,18710,18266,17706,16876,16258,15544,15312,14790,14482,13941,13786,13168,13091,12435,12280,11933,11083,10504,9809,8920,8225,7376,7125,6912,6796,6603,6681,6719,6989,6661,6700,6816,6758,6989,7086,6912,7202,7279,7260,7414,7183,7221,7144,7028,7047,6835,6372,6545,6198,6121,6063,6101,6082,6043,5889,5792,5561,5522,5406,5425,5232,5174,4943,5213,4788,4808,4750,4479,4672,4479,4190,4248,3997,3900,3900,3630,3784,3340,3186,3128,1,11.0,5.31,lado 1
656,714,810,579,772,637,656,772,617,675,559,540,559,579,463,617,540,540,579,347,695,695,675,907,1081,1313,1699,1776,2394,2896,3475,4093,4093,4557,4576,4788,4962,4711,4634,4557,4363,4209,4248,4248,4711,4672,4885,5329,5503,5676,6178,6101,6642,6681,6584,7105,6951,6989,7183,6989,7202,7105,7028,6989,6835,6835,7144,7067,7279,7047,7202,7453,7569,8071,8515,8592,9171,9731,10427,11276,11527,12300,12666,13439,13979,14443,14694,14906,15061,14926,15138,15177,15138,14752,14211,14057,13323,12917,12357,11604,11199,10349,9925,9751,9056,8747,8187,7588,7511,7105,7105,7202,7337,7356,7260,7356,7414,7105,6874,7028,6565,6603,6565,6043,6140,5908,5715,5754,5329,5194,5252,4885,4750,4325,4305,4267,3900,3803,3861,3630,3784,3746,3572,3861,3630,3649,3572,3456,3707,3572,3649,3861,3803,4170,4363,4576,5020,5483,6217,7183,7492,8592,9577,10581,11682,12512,13053,13844,13690,13207,12840,12551,12744,12975,13671,14559,15312,16934,18228,19154,21240,22031,23113,24020,24638,24889,25565,25488,25430,25063,24020,22900,20564,18479,16007,14288,13979,13979,15679,17243,18536,19232,19695,19695,19637,19386,18401,18614,17841,16934,16625,15621,15293,14906,14308,14057,13362,13207,12898,12357,12242,11894,11527,11141,10233,9809,9133,8341,7646,6989,6681,6526,6487,6121,6217,6101,6565,6372,6217,6294,6333,6410,6681,6565,6758,6874,6874,7047,6719,6796,6642,6565,6642,6352,6178,6024,5870,5734,5715,5561,5715,5638,5483,5522,5271,5252,5252,5136,4885,4750,4672,4865,4479,4479,4557,4209,4267,4170,4035,4112,3861,3649,3746,3437,3437,3070,3012,3012,1,11.0,5.31,lado 1
695,810,849,675,810,753,656,888,695,637,656,598,559,617,540,656,540,579,559,463,733,656,810,1042,1158,1428,1815,1969,2452,3031,3630,4132,4286,4595,4865,4808,4943,4885,4750,4557,4363,4305,4325,4228,4827,4788,4943,5310,5445,5927,6024,6333,6603,6719,6700,6989,6989,7260,7105,7009,7260,6989,7241,7105,6758,6989,7183,7105,7318,7279,7279,7279,7646,7936,8554,8766,9403,9654,10427,11199,11624,12300,12898,13439,14095,14404,14829,15080,14945,14984,15312,15003,15312,14771,14366,14134,13362,12917,12396,11643,11334,10736,10040,9944,9365,8650,8264,7607,7356,7028,7298,7356,7279,7511,7492,7298,7414,7279,7028,7144,6719,6642,6487,6101,6121,5947,5792,5773,5387,5310,5329,4865,4808,4499,4402,4383,3977,3784,3919,3668,3861,3746,3746,3803,3707,3784,3649,3494,3746,3707,3784,4016,3939,4209,4402,4595,5097,5599,6256,7144,7607,8727,9673,10755,11662,12705,13400,13786,13902,13342,12995,12763,12705,13323,13786,14906,15795,16934,18305,19386,21240,22398,23325,24329,24870,25275,25913,25739,25623,25160,24638,23016,20796,18479,16142,14636,14134,14404,15872,17532,18768,19502,19946,20197,19753,19560,18923,18691,17803,17378,16818,15833,15447,14906,14366,14366,13767,13381,13091,12647,12589,11971,11604,11373,10388,10118,9461,8438,7897,7260,6796,6565,6487,6333,6410,6275,6526,6584,6410,6410,6430,6603,6893,6835,6719,6951,6893,7144,6835,6932,6796,6565,6681,6468,6333,6159,6043,5889,5812,5773,5908,5850,5638,5580,5174,5252,5290,5174,5155,4885,4750,5020,4672,4711,4576,4267,4402,4286,4016,4170,3803,3842,3784,3398,3572,3243,3050,3031,1,11.0,5.31,lado 1
656,714,695,579,810,675,559,714,540,540,617,463,521,482,424,579,463,521,559,347,733,656,733,907,1158,1197,1621,1660,2278,2684,3282,3707,3823,4016,4344,4325,4363,4325,4132,4093,3842,3823,3784,3630,4209,4170,4325,4634,4769,5097,5348,5406,5754,5889,5792,6024,5985,6140,6275,6063,6198,6024,6024,6101,5908,5870,6063,6121,6178,6178,6140,6410,6430,6719,7183,7434,7762,8341,8824,9422,9731,10291,10909,11431,11701,12280,12396,12512,12628,12705,12975,12435,12512,12415,12087,11701,10755,10658,10040,9307,9152,8573,8109,8032,7376,7086,6681,6043,5947,5831,5831,6024,5908,6101,6024,5966,5870,5870,5599,5792,5290,5483,5310,4885,4865,4788,4557,4634,4325,4286,4248,3939,3900,3649,3437,3591,3186,3012,3166,3050,2954,3089,2973,3282,2935,3012,2973,2915,3089,3012,2954,3282,3282,3321,3514,3610,4170,4383,5039,5908,6372,7279,8109,8959,9809,10736,11392,11971,11875,11527,11199,11064,11295,11585,12184,13111,13825,15177,16683,17783,19135,20313,21317,22321,22862,23132,23711,23711,23750,22939,22360,21336,19174,16953,14984,13516,13053,13284,14694,16181,17417,18112,18266,18266,18324,17919,17378,17108,16625,15910,15466,14675,14134,13671,13362,13053,12589,12280,12010,11720,11392,10987,10349,10388,9654,9152,8650,7588,7125,6487,6198,5985,5870,5715,5792,5812,6140,5947,5734,5966,5947,5966,6256,6063,6178,6372,6333,6738,6275,6410,6256,6043,6159,5947,5715,5638,5445,5425,5368,5406,5445,5116,5116,5174,4788,4865,4846,4750,4730,4421,4325,4634,4170,4286,4209,3784,4016,3939,3707,3726,3475,3591,3475,3263,3243,2896,2684,2819,1,11.0,5.31,lado 2
656,733,714,579,753,656,617,733,617,637,579,559,579,502,444,617,463,482,559,386,656,579,656,926,965,1293,1621,1699,2297,2703,3282,3746,3803,4132,4286,4170,4286,4267,4170,4074,3784,3726,3823,3765,4132,4170,4402,4711,4827,5059,5348,5310,5734,5966,5754,6178,6024,6082,6275,6043,6256,5870,6082,6178,5889,5908,6101,6217,6256,6121,6256,6294,6333,6835,7067,7569,7955,8187,8766,9577,9712,10311,11141,11392,11971,12377,12435,12782,12821,12512,12937,12435,12589,12300,12049,11933,10909,10658,10195,9461,9210,8650,8109,7994,7492,7028,6719,6101,5966,5831,5754,6043,6043,6140,5927,5966,5927,5792,5619,5754,5329,5387,5290,4904,5116,4672,4595,4711,4460,4325,4209,3977,3861,3630,3494,3437,3147,3128,3186,3012,2973,3050,2954,3186,3012,3050,3031,2857,3089,2877,3012,3205,3166,3340,3591,3707,4170,4672,5116,5870,6410,7337,8225,9036,10060,10909,11585,12049,12222,11740,11585,11392,11585,12049,12589,13632,14173,15466,17223,18189,19946,20699,21935,22804,23209,23711,24368,24271,23943,23673,22823,21935,19850,17610,15003,13593,13168,13748,14984,16528,17841,18536,19000,18923,18536,18459,17764,17610,16760,16142,15795,14906,14559,13979,13632,13709,12917,12686,12377,11933,11682,11547,10967,10813,9886,9384,8573,7994,7453,6623,6410,6178,6043,6024,6024,6024,6178,6178,5985,6101,6217,6178,6642,6372,6487,6545,6584,6989,6487,6449,6642,6333,6236,6121,5908,5908,5657,5561,5368,5464,5522,5483,5329,5174,5097,5039,5020,4865,4750,4557,4421,4557,4209,4248,4325,3881,4132,4074,3784,4016,3630,3552,3552,3205,3321,2973,2819,2954,1,11.0,5.31,lado 2
733,810,830,675,830,791,714,830,714,637,656,559,617,617,598,656,617,540,695,463,695,695,772,965,1119,1370,1583,1757,2355,2741,3243,3746,3900,4170,4325,4363,4402,4286,4151,4074,3784,3861,3803,3765,4248,4151,4441,4827,4846,5174,5580,5445,5812,6024,5908,6121,5927,6063,6430,6024,6294,6178,6063,6178,5850,5927,6043,6140,6314,6217,6178,6526,6468,6681,7279,7453,7955,8225,8901,9500,9828,10253,11025,11469,11971,12338,12435,12802,12551,12435,12956,12589,12666,12570,11991,11894,10987,10948,10253,9249,9345,8573,8322,8167,7627,7028,6661,6217,6178,5831,5966,6082,6121,6314,6236,6005,6140,5927,5754,5870,5580,5348,5290,5039,5155,4904,4692,4865,4557,4421,4460,3958,3977,3630,3630,3533,3243,3205,3243,3070,3128,3108,3070,3243,2973,3186,3070,2915,3166,3012,3128,3282,3282,3494,3668,3881,4209,4711,5290,6178,6468,7530,8399,9538,10349,11295,11913,12203,12377,12068,11894,11720,12010,12049,12917,13960,14790,16239,17745,18401,20487,21626,22881,23441,24310,24503,25179,25140,25256,24619,23885,22340,20467,17899,15698,14288,13902,14424,15833,17204,18305,19347,19714,19560,19290,19116,18710,18382,17610,16779,16528,15544,15196,14810,14308,13922,13671,13323,12744,12435,12300,11836,11469,11122,10272,9809,9171,8283,7781,7047,6681,6526,6391,6236,6256,6043,6603,6487,6178,6275,6468,6584,6796,6526,6738,6758,6854,7028,6758,6700,6854,6487,6565,6314,6121,6101,5831,5773,5870,5773,5773,5773,5464,5406,5271,5136,5194,5097,5039,4885,4788,4923,4595,4653,4479,4190,4305,4305,3958,3997,3900,3726,3649,3437,3514,3166,3031,3050,1,11.0,5.31,lado 2
695,733,714,540,772,656,656,830,579,637,617,463,540,540,482,617,502,540,540,386,753,617,656,868,965,1216,1428,1428,2046,2413,3012,3359,3437,3784,3958,4054,4286,4170,3958,4112,3939,3842,4054,3977,4479,4402,4672,5097,5290,5483,5908,6198,6140,6623,6410,6835,6584,6893,6951,6835,6989,6719,6758,6719,6487,6449,6681,6584,6796,6738,6681,6874,6893,7356,7414,7511,8032,8380,8689,9307,9519,10137,10542,10967,11624,11740,12087,12415,12203,12222,12589,12242,12300,12164,11740,11740,10542,10600,10040,9384,9210,8650,8341,8129,7646,7144,6835,6333,6256,5985,6043,6217,6121,6449,6391,6275,6352,6178,6024,6101,5792,5638,5715,5329,5348,5329,4943,5078,4885,4750,4846,4363,4325,3977,3900,3900,3668,3591,3688,3437,3494,3552,3475,3707,3475,3552,3610,3475,3707,3552,3630,3939,3746,3900,3977,4267,4672,5020,5561,6410,6874,7839,8534,9577,10233,11064,11894,12609,12396,11894,11624,11624,11778,12396,12628,13825,14713,16065,17378,18768,20236,21472,22707,23557,24213,24484,25024,24947,24793,24812,23943,22939,20545,18150,15988,14520,13902,14134,15756,17146,18421,19270,19811,19541,19386,19502,18614,18228,17571,17166,16393,15698,15099,14829,14173,14250,13381,13168,12975,12357,12280,12010,11353,11083,10427,9847,9210,8245,7646,7183,6642,6565,6178,6178,6352,6178,6372,6294,6333,6449,6430,6487,6584,6526,6719,6796,6758,7105,6796,6874,6951,6468,6681,6410,6256,6256,5947,5657,5715,5831,5696,5676,5561,5464,5368,5252,5329,5059,5020,4865,4750,4865,4634,4557,4441,4190,4325,4267,3939,4054,3823,3726,3649,3321,3552,3205,3012,2935,1,11.0,5.31,tallo
810,810,810,656,926,791,695,830,695,753,695,598,656,617,598,695,579,598,656,463,753,656,753,926,1023,1274,1428,1602,2046,2432,2954,3437,3610,3900,4054,4132,4383,4402,4228,4228,4074,4151,4054,4170,4499,4595,4943,5194,5368,5503,5947,6082,6545,6565,6603,6796,6719,6951,7183,7009,7009,6835,7067,7009,6642,6777,6796,6854,6989,6932,6835,6932,7105,7260,7588,7762,8225,8341,8959,9442,10060,10272,11006,11276,11894,12203,12589,12551,12551,12609,12937,12589,12666,12280,11836,11894,11218,10871,10369,9654,9480,9210,8515,8438,7955,7356,6989,6603,6565,6256,6294,6700,6352,6603,6584,6333,6565,6178,6082,6449,5947,5966,6140,5561,5676,5406,5329,5232,5001,4904,4923,4595,4499,4170,4035,4093,3861,3746,3707,3610,3746,3765,3746,3881,3707,3765,3784,3726,3900,3842,3803,3997,3939,4132,4402,4460,4904,5368,5889,6661,7144,8148,8959,9809,10736,11855,12396,12898,12917,12628,12126,12145,12473,12956,13362,14443,15544,16760,18536,19695,21510,22437,23692,24831,25391,26086,26511,26666,26550,26241,25295,23962,21858,19096,16683,15215,14578,14771,16412,18170,19599,20390,20834,20873,20641,20448,19946,19599,18710,18092,17610,16760,16161,15524,15215,14810,14308,13941,13864,13246,13053,12705,12280,11855,11025,10484,9751,8708,8245,7511,7105,7047,6738,6623,6700,6449,6835,6816,6584,6989,6874,6893,7279,7028,7125,7241,7298,7453,7279,7337,7279,7009,6989,6835,6603,6661,6178,6391,6101,6063,6140,6101,6005,5870,5619,5541,5619,5445,5310,5059,4962,5368,4923,4865,4827,4518,4750,4595,4267,4363,4112,4035,3997,3630,3765,3398,3186,3243,1,11.0,5.31,tallo
810,868,926,675,830,753,675,849,714,714,714,617,714,617,579,656,559,579,637,559,772,733,675,888,1042,1255,1506,1525,2085,2471,2973,3398,3417,3900,4112,4209,4325,4325,4267,4248,4093,4093,4170,4112,4614,4788,4865,5155,5348,5715,6024,6043,6487,6642,6449,6854,6874,7047,7260,6989,7105,6835,6893,6989,6642,6661,6777,7009,7144,6835,6912,6970,7105,7414,7665,7839,7994,8496,8998,9577,9925,10330,10890,11373,11855,12242,12357,12821,12763,12512,12782,12705,12744,12531,11952,11933,10987,11025,10407,9847,9519,9133,8689,8418,7955,7376,7047,6565,6642,6333,6333,6526,6468,6681,6584,6545,6565,6294,6178,6391,5966,6024,5985,5638,5754,5522,5232,5252,5116,4904,4885,4750,4460,4383,4170,4112,3746,3707,3803,3610,3746,3765,3707,3707,3649,3746,3746,3726,3958,3707,3900,4093,3977,4190,4421,4672,4923,5425,6082,6661,7144,8399,8998,10002,10909,11952,12396,13130,13226,12570,12319,12300,12589,13053,13786,14810,15775,17127,18749,19927,21916,22862,23962,25063,25932,26029,26801,26646,26820,26106,25565,24291,21819,19637,16972,15389,14790,15370,16663,18401,19946,20738,21047,20950,20854,20834,19714,19618,19193,18575,17919,16992,16297,15698,15389,15196,14520,14211,13902,13381,13207,12821,12435,11971,11141,10581,9867,9114,8457,7704,7260,7009,6796,6758,6854,6758,7009,6874,6874,7067,6874,7067,7337,7337,7414,7549,7279,7569,7337,7376,7376,7241,7202,6835,6758,6642,6410,6256,6101,5966,6372,6178,6024,6024,5792,5580,5561,5387,5503,5310,5020,5368,4827,4827,4885,4672,4788,4576,4248,4363,4112,4132,3977,3707,3861,3437,3282,3321,1,11.0,5.31,tallo
617,695,695,521,714,617,559,714,579,559,540,482,482,540,463,579,540,540,559,405,714,714,868,1158,1428,1853,2413,2664,3610,4518,5483,6178,6565,7105,7125,7337,7569,7356,7298,7144,6719,6719,6951,7067,7588,7820,8090,8650,9036,9500,10118,10291,10851,11122,11373,11933,11585,11933,12145,11624,11971,11740,11817,11798,11624,11991,12126,12203,12396,12744,12782,12821,13284,13593,14211,14443,15138,15447,16181,16837,17301,17764,18691,19193,20004,20313,20854,21240,21047,21163,21472,21085,21394,20931,20583,20699,19463,19347,18401,17841,17455,16528,16219,15717,14868,13979,13458,12589,12222,12222,12280,12763,12860,13246,13207,12975,13284,12860,12512,12589,12319,12164,11836,11218,11353,10890,10620,10600,10060,10040,9886,9229,9191,8650,8457,8225,7762,7665,7646,7453,7646,7723,7685,7800,7588,7492,7511,7337,7646,7395,7492,7723,7607,7723,7897,8032,8611,9287,9847,10465,11044,11933,12609,13284,13979,14675,14926,14752,14250,13381,12396,11740,11508,11469,11585,12300,12937,13786,14906,15447,16702,17687,18459,19232,19695,19618,20236,19714,20004,19386,18614,17610,15930,13844,12087,10890,10465,10967,11817,13168,14076,14829,14945,15003,14945,14617,14134,13902,13362,13091,12531,11720,11585,11122,10562,10658,10233,9944,9693,9307,9268,9036,8573,8418,7762,7356,6874,6043,5715,5174,4827,4788,4788,4711,4711,4634,4827,4711,4576,4730,4730,4943,4943,4885,4981,5097,5136,5213,5097,5097,5252,5039,5039,4808,4711,4595,4325,4344,4518,4402,4402,4363,4209,4209,3997,4054,4170,3900,3977,3630,3552,3823,3475,3572,3398,3128,3359,3243,2973,3089,2915,2877,2857,2664,2703,2432,2239,2336,1,10.8,5.21,inferior
